time,voltage,current,power
178.031,1.104,5.486,0.0
178.136,1.077,4.516,0.0
178.24,1.105,5.494,0.0
178.345,1.079,4.488,0.0
178.449,1.101,4.792,0.0
178.554,1.047,5.604,0.0
178.658,1.076,4.558,0.0
178.763,1.056,5.488,0.0
178.867,1.076,4.524,0.0
178.971,1.076,5.462,0.0
179.076,1.076,4.56,0.0
179.18,1.077,5.466,0.0
179.284,1.077,4.95,0.0
179.388,1.104,4.55,0.0
179.493,1.077,5.494,0.0
179.597,1.102,4.518,0.0
179.702,1.076,5.494,0.0
179.806,1.106,5.226,0.0
179.91,1.105,5.112,0.0
180.015,1.103,4.344,0.0
180.119,1.079,5.416,0.0
180.224,1.104,5.19,0.0
180.328,1.109,4.394,0.0
180.433,1.073,5.446,0.0
180.537,1.052,4.534,0.0
180.642,1.073,5.46,0.0
180.746,1.075,5.226,0.0
180.85,1.079,5.084,0.0
180.955,1.077,4.358,0.0
181.058,1.113,5.262,0.0
181.163,1.079,5.298,0.0
181.267,1.106,4.416,0.0
181.372,1.081,5.454,0.0
181.476,1.105,4.496,0.0
181.581,1.075,4.778,0.0
181.685,1.103,5.596,0.0
181.789,1.077,4.608,0.0
181.894,1.103,4.79,0.0
181.998,1.077,4.904,0.0
182.103,1.045,5.65,0.0
182.207,1.076,4.598,0.0
182.312,1.049,5.512,0.0
182.416,1.077,4.692,0.0
182.521,1.049,4.716,0.0
182.625,1.077,5.57,0.0
182.729,1.047,4.55,0.0
182.834,1.075,5.46,0.0
182.937,1.048,4.556,0.0
183.042,1.104,5.5,0.0
183.146,1.077,4.526,0.0
183.251,1.102,5.49,0.0
183.355,1.079,5.192,0.0
183.46,1.105,4.432,0.0
183.564,1.075,5.452,0.0
183.668,1.104,4.534,0.0
183.773,1.103,5.438,0.0
183.877,1.101,4.518,0.0
183.982,1.072,5.5,0.0
184.086,1.052,4.514,0.0
184.191,1.078,5.372,0.0
184.295,1.05,5.306,0.0
184.4,1.078,4.438,0.0
184.504,1.075,5.442,0.0
184.607,1.079,4.51,0.0
184.712,1.1,4.784,0.0
184.816,1.073,5.59,0.0
184.921,1.102,5.298,0.0
185.025,1.103,4.372,0.0
185.13,1.103,4.804,0.0
185.234,1.075,5.558,0.0
185.339,1.102,4.552,0.0
185.443,1.078,5.496,0.0
185.548,1.105,4.714,0.0
185.652,1.053,4.676,0.0
185.756,1.047,5.534,0.0
185.861,1.078,5.212,0.0
185.965,1.075,5.038,0.0
186.07,1.078,4.394,0.0
186.174,1.047,5.464,0.0
186.279,1.078,4.518,0.0
186.382,1.051,5.478,0.0
186.487,1.105,5.196,0.0
186.591,1.103,4.446,0.0
186.695,1.104,5.45,0.0
186.8,1.073,4.498,0.0
186.904,1.106,5.496,0.0
187.009,1.076,4.516,0.0
187.113,1.074,5.498,0.0
187.218,1.103,4.516,0.0
187.322,1.045,4.798,0.0
187.427,1.075,5.614,0.0
187.531,1.107,4.568,0.0
187.635,1.072,5.488,0.0
187.74,1.051,4.452,0.0
187.844,1.077,4.812,0.0
187.949,1.049,4.904,0.0
188.053,1.109,5.648,0.0
188.157,1.048,4.744,0.0
188.261,1.104,4.718,0.0
188.366,1.077,5.568,0.0
188.47,1.103,4.56,0.0
188.574,1.075,5.5,0.0
188.679,1.102,5.216,0.0
188.783,1.076,4.412,0.0
188.888,1.107,4.73,0.0
188.992,1.101,5.578,0.0
189.097,1.106,5.26,0.0
189.201,1.077,4.436,0.0
189.306,1.051,5.44,0.0
189.41,1.077,4.514,0.0
189.515,1.054,5.418,0.0
189.619,1.075,5.266,0.0
189.723,1.051,4.454,0.0
189.828,1.076,5.456,0.0
189.931,1.052,4.504,0.0
190.036,1.141,5.46,0.0
190.14,1.081,4.56,0.0
190.245,1.078,5.464,0.0
190.349,1.106,4.544,0.0
190.454,1.075,4.792,0.0
190.558,1.103,5.614,0.0
190.662,1.139,4.554,0.0
190.767,1.101,5.478,0.0
190.871,1.073,4.498,0.0
190.976,1.076,5.478,0.0
191.08,1.08,4.516,0.0
191.185,1.078,5.502,0.0
191.289,1.074,5.192,0.0
191.394,1.076,4.454,0.0
191.498,1.075,5.442,0.0
191.602,1.078,4.534,0.0
191.706,1.082,5.436,0.0
191.81,1.103,5.216,0.0
191.915,1.106,5.11,0.0
192.019,1.11,4.372,0.0
192.124,1.075,5.008,0.0
192.228,1.137,5.39,0.0
192.333,1.083,4.496,0.0
192.437,1.078,5.492,0.0
192.541,1.105,4.47,0.0
192.646,1.051,4.792,0.0
192.75,1.074,5.602,0.0
192.855,1.052,4.574,0.0
192.959,1.108,4.796,0.0
193.064,1.076,4.906,0.0
193.168,1.047,5.644,0.0
193.273,1.075,4.588,0.0
193.376,1.045,5.536,0.0
193.48,1.104,5.222,0.0
193.585,1.103,4.416,0.0
193.689,1.102,5.42,0.0
193.794,1.107,4.466,0.0
193.898,1.103,5.5,0.0
194.003,1.076,4.52,0.0
194.107,1.075,5.476,0.0
194.212,1.103,4.52,0.0
194.316,1.048,4.962,0.0
194.42,1.079,5.486,0.0
194.525,1.052,4.518,0.0
194.629,1.075,5.494,0.0
194.734,1.077,4.502,0.0
194.838,1.046,4.78,0.0
194.943,1.076,4.924,0.0
195.046,1.049,5.64,0.0
195.151,1.102,4.776,0.0
195.255,1.138,4.692,0.0
195.359,1.081,5.552,0.0
195.464,1.102,4.536,0.0
195.568,1.081,5.49,0.0
195.673,1.104,5.204,0.0
195.777,1.103,4.384,0.0
195.882,1.073,4.754,0.0
195.986,1.1,5.576,0.0
196.091,1.108,5.25,0.0
196.195,1.078,4.444,0.0
196.3,1.051,5.46,0.0
196.404,1.08,4.514,0.0
196.508,1.076,4.926,0.0
196.613,1.048,5.526,0.0
196.717,1.078,4.548,0.0
196.821,1.048,5.478,0.0
196.925,1.105,4.534,0.0
197.03,1.077,5.464,0.0
197.134,1.104,4.518,0.0
197.239,1.075,5.494,0.0
197.343,1.103,4.91,0.0
197.447,1.081,4.558,0.0
197.552,1.077,5.476,0.0
197.656,1.103,4.514,0.0
197.761,1.048,5.486,0.0
197.865,1.076,4.524,0.0
197.97,1.048,5.502,0.0
198.074,1.077,4.51,0.0
198.179,1.054,5.5,0.0
198.283,1.078,5.212,0.0
198.387,1.076,4.398,0.0
198.492,1.076,5.444,0.0
198.595,1.051,4.514,0.0
198.7,1.104,4.806,0.0
198.804,1.075,5.554,0.0
198.909,1.104,5.25,0.0
199.013,1.107,4.416,0.0
199.118,1.078,4.748,0.0
199.222,1.102,5.574,0.0
199.326,1.136,4.544,0.0
199.431,1.106,5.484,0.0
199.535,1.103,5.218,0.0
199.64,1.078,4.384,0.0
199.744,1.046,5.444,0.0
199.849,1.074,5.228,0.0
199.953,1.074,5.09,0.0
200.058,1.08,4.354,0.0
200.162,1.052,5.424,0.0
200.267,1.078,4.456,0.0
200.37,1.052,5.184,0.0
200.474,1.106,5.41,0.0
200.579,1.078,4.478,0.0
200.683,1.108,5.442,0.0
200.788,1.078,4.478,0.0
200.892,1.104,5.494,0.0
200.997,1.077,4.532,0.0
201.101,1.098,5.486,0.0
201.206,1.082,4.832,0.0
201.31,1.101,4.594,0.0
201.414,1.076,5.524,0.0
201.519,1.072,4.564,0.0
201.623,1.079,5.49,0.0
201.728,1.049,5.202,0.0
201.832,1.074,5.09,0.0
201.937,1.052,4.368,0.0
202.041,1.077,5.422,0.0
202.145,1.053,5.16,0.0
202.249,1.107,4.39,0.0
202.353,1.075,5.46,0.0
202.458,1.106,4.5,0.0
202.562,1.076,4.782,0.0
202.667,1.071,5.61,0.0
202.771,1.105,4.542,0.0
202.876,1.078,4.808,0.0
202.98,1.1,4.87,0.0
203.085,1.055,5.614,0.0
203.189,1.079,4.56,0.0
203.293,1.076,5.462,0.0
203.398,1.077,5.248,0.0
203.502,1.076,4.446,0.0
203.607,1.05,5.434,0.0
203.711,1.077,4.504,0.0
203.815,1.05,5.488,0.0
203.919,1.102,4.514,0.0
204.024,1.076,5.488,0.0
204.128,1.103,4.512,0.0
204.232,1.073,4.776,0.0
204.337,1.101,5.616,0.0
204.441,1.135,4.564,0.0
204.546,1.106,5.46,0.0
204.65,1.078,4.554,0.0
204.755,1.134,4.804,0.0
204.859,1.052,4.886,0.0
204.964,1.046,5.618,0.0
205.068,1.076,5.23,0.0
205.172,1.074,4.428,0.0
205.277,1.076,5.424,0.0
205.381,1.073,4.51,0.0
205.486,1.074,5.498,0.0
205.589,1.077,5.22,0.0
205.694,1.103,4.394,0.0
205.798,1.075,5.444,0.0
205.903,1.105,4.65,0.0
206.007,1.075,5.406,0.0
206.111,1.102,4.48,0.0
206.216,1.075,5.446,0.0
206.32,1.104,4.502,0.0
206.425,1.073,4.788,0.0
206.529,1.075,5.604,0.0
206.634,1.076,4.542,0.0
206.738,1.046,5.488,0.0
206.843,1.077,4.5,0.0
206.947,1.047,5.496,0.0
207.052,1.076,4.51,0.0
207.156,1.049,5.496,0.0
207.26,1.076,5.214,0.0
207.364,1.077,4.394,0.0
207.468,1.103,5.446,0.0
207.573,1.077,4.522,0.0
207.677,1.105,4.894,0.0
207.782,1.075,5.518,0.0
207.886,1.103,5.252,0.0
207.991,1.107,4.434,0.0
208.095,1.101,4.75,0.0
208.199,1.077,5.564,0.0
208.304,1.105,4.552,0.0
208.408,1.075,5.488,0.0
208.513,1.049,5.174,0.0
208.617,1.074,4.442,0.0
208.722,1.051,5.462,0.0
208.826,1.076,5.224,0.0
208.931,1.054,5.07,0.0
209.035,1.077,4.35,0.0
209.138,1.105,5.424,0.0
209.243,1.097,4.494,0.0
209.347,1.105,4.984,0.0
209.452,1.076,5.458,0.0
209.556,1.083,4.506,0.0
209.661,1.075,5.502,0.0
209.765,1.107,4.46,0.0
209.87,1.076,5.534,0.0
209.974,1.103,4.52,0.0
210.078,1.046,5.488,0.0
210.183,1.073,5.14,0.0
210.287,1.053,4.416,0.0
210.392,1.075,5.434,0.0
210.496,1.079,4.522,0.0
210.601,1.05,5.5,0.0
210.705,1.077,5.218,0.0
210.809,1.077,5.11,0.0
210.913,1.104,4.366,0.0
211.017,1.076,4.906,0.0
211.122,1.104,5.456,0.0
211.226,1.106,4.516,0.0
211.331,1.101,5.496,0.0
211.435,1.106,4.446,0.0
211.54,1.1,4.816,0.0
211.644,1.075,5.616,0.0
211.749,1.101,4.566,0.0
211.853,1.049,5.204,0.0
211.958,1.074,4.688,0.0
212.062,1.048,5.524,0.0
212.166,1.074,4.574,0.0
212.271,1.052,5.488,0.0
212.375,1.077,5.22,0.0
212.48,1.052,4.4,0.0
212.584,1.076,5.41,0.0
212.688,1.084,4.48,0.0
212.792,1.074,5.42,0.0
212.897,1.106,4.5,0.0
213.001,1.078,5.502,0.0
213.105,1.102,4.476,0.0
213.21,1.075,4.804,0.0
213.314,1.076,5.564,0.0
213.419,1.104,4.55,0.0
213.523,1.05,5.476,0.0
213.628,1.077,5.202,0.0
213.732,1.078,4.406,0.0
213.837,1.073,4.72,0.0
213.941,1.051,5.562,0.0
214.045,1.072,5.246,0.0
214.15,1.079,4.45,0.0
214.253,1.047,5.446,0.0
214.358,1.103,4.522,0.0
214.462,1.075,4.782,0.0
214.567,1.103,5.614,0.0
214.671,1.103,4.572,0.0
214.776,1.076,4.782,0.0
214.88,1.077,4.912,0.0
214.984,1.08,5.652,0.0
215.089,1.076,4.596,0.0
215.193,1.102,5.524,0.0
215.298,1.05,5.264,0.0
215.402,1.076,4.432,0.0
215.507,1.047,5.438,0.0
215.611,1.08,4.514,0.0
215.716,1.053,5.174,0.0
215.82,1.075,4.706,0.0
215.924,1.075,5.57,0.0
216.029,1.077,4.558,0.0
216.132,1.102,4.8,0.0
216.237,1.077,5.582,0.0
216.341,1.103,4.548,0.0
216.446,1.078,5.5,0.0
216.55,1.106,5.136,0.0
216.655,1.105,4.448,0.0
216.759,1.103,4.762,0.0
216.863,1.076,5.58,0.0
216.968,1.102,5.252,0.0
217.072,1.054,4.438,0.0
217.177,1.047,5.454,0.0
217.281,1.08,4.534,0.0
217.386,1.049,4.734,0.0
217.49,1.075,5.572,0.0
217.595,1.048,4.56,0.0
217.699,1.077,5.494,0.0
217.803,1.054,4.514,0.0
217.907,1.134,5.484,0.0
218.011,1.081,4.508,0.0
218.116,1.078,5.49,0.0
218.22,1.079,5.21,0.0
218.325,1.104,4.394,0.0
218.429,1.103,5.454,0.0
218.534,1.103,4.502,0.0
218.638,1.099,5.23,0.0
218.743,1.049,4.674,0.0
218.847,1.072,5.528,0.0
218.951,1.049,4.562,0.0
219.056,1.074,4.792,0.0
219.16,1.051,5.612,0.0
219.265,1.075,4.556,0.0
219.369,1.051,5.486,0.0
219.474,1.078,5.182,0.0
219.577,1.05,4.432,0.0
219.682,1.101,5.46,0.0
219.786,1.08,5.214,0.0
219.89,1.108,5.068,0.0
219.995,1.079,4.344,0.0
220.099,1.105,5.396,0.0
220.204,1.083,4.512,0.0
220.308,1.072,4.794,0.0
220.413,1.102,5.608,0.0
220.517,1.075,4.542,0.0
220.622,1.073,5.46,0.0
220.726,1.109,4.552,0.0
220.83,1.073,5.458,0.0
220.935,1.048,4.552,0.0
221.039,1.075,5.5,0.0
221.144,1.077,5.22,0.0
221.248,1.077,4.396,0.0
221.352,1.048,5.454,0.0
221.456,1.102,4.522,0.0
221.561,1.077,5.252,0.0
221.665,1.102,5.382,0.0
221.769,1.104,5.162,0.0
221.874,1.085,4.336,0.0
221.978,1.076,4.752,0.0
222.083,1.078,5.568,0.0
222.187,1.136,4.554,0.0
222.292,1.102,5.494,0.0
222.396,1.076,5.216,0.0
222.501,1.077,4.398,0.0
222.605,1.049,5.45,0.0
222.71,1.076,5.212,0.0
222.814,1.055,5.072,0.0
222.918,1.081,4.37,0.0
223.023,1.054,5.402,0.0
223.127,1.078,4.47,0.0
223.231,1.052,4.748,0.0
223.335,1.133,5.574,0.0
223.44,1.077,4.554,0.0
223.544,1.101,5.474,0.0
223.649,1.073,5.154,0.0
223.753,1.105,5.15,0.0
223.857,1.104,4.348,0.0
223.962,1.136,5.42,0.0
224.066,1.082,5.186,0.0
224.171,1.103,4.394,0.0
224.275,1.072,5.444,0.0
224.38,1.077,4.506,0.0
224.484,1.073,4.79,0.0
224.589,1.051,5.604,0.0
224.693,1.075,5.264,0.0
224.797,1.075,4.456,0.0
224.902,1.074,4.762,0.0
225.005,1.047,5.576,0.0
225.11,1.103,4.536,0.0
225.214,1.077,5.502,0.0
225.319,1.104,5.228,0.0
225.423,1.139,4.394,0.0
225.528,1.101,5.436,0.0
225.632,1.076,4.496,0.0
225.736,1.102,5.496,0.0
225.841,1.077,4.518,0.0
225.945,1.136,5.488,0.0
226.05,1.047,4.458,0.0
226.154,1.045,4.838,0.0
226.259,1.074,5.612,0.0
226.363,1.072,4.548,0.0
226.468,1.071,5.494,0.0
226.572,1.075,5.222,0.0
226.676,1.078,5.09,0.0
226.78,1.077,4.356,0.0
226.884,1.102,5.406,0.0
226.989,1.073,5.15,0.0
227.093,1.105,4.41,0.0
227.198,1.074,5.42,0.0
227.302,1.104,4.468,0.0
227.407,1.079,4.742,0.0
227.511,1.077,5.566,0.0
227.615,1.081,4.556,0.0
227.72,1.071,5.186,0.0
227.824,1.074,4.718,0.0
227.929,1.046,5.566,0.0
228.033,1.076,4.57,0.0
228.138,1.048,5.486,0.0
228.242,1.076,5.23,0.0
228.347,1.109,4.416,0.0
228.451,1.076,5.416,0.0
228.555,1.113,4.42,0.0
228.659,1.103,5.472,0.0
228.763,1.103,4.534,0.0
228.868,1.104,5.436,0.0
228.972,1.101,5.064,0.0
229.077,1.106,4.508,0.0
229.181,1.076,5.492,0.0
229.286,1.103,4.528,0.0
229.39,1.079,5.482,0.0
229.495,1.101,5.196,0.0
229.599,1.075,4.448,0.0
229.703,1.044,4.752,0.0
229.808,1.073,4.878,0.0
229.912,1.049,5.604,0.0
230.017,1.077,4.548,0.0
230.121,1.048,5.47,0.0
230.226,1.075,5.222,0.0
230.329,1.074,4.394,0.0
230.434,1.1,5.446,0.0
230.538,1.075,4.514,0.0
230.642,1.099,5.484,0.0
230.747,1.077,4.508,0.0
230.851,1.103,5.5,0.0
230.956,1.08,4.502,0.0
231.06,1.072,4.8,0.0
231.165,1.099,5.556,0.0
231.269,1.047,4.572,0.0
231.374,1.072,5.494,0.0
231.478,1.053,5.23,0.0
231.582,1.072,4.38,0.0
231.687,1.072,4.756,0.0
231.791,1.048,5.568,0.0
231.896,1.075,5.248,0.0
232.0,1.074,4.45,0.0
232.104,1.1,5.462,0.0
232.208,1.077,4.522,0.0
232.313,1.105,4.79,0.0
232.417,1.072,5.612,0.0
232.521,1.104,4.572,0.0
232.626,1.077,4.852,0.0
232.73,1.099,4.868,0.0
232.835,1.074,5.598,0.0
232.939,1.101,4.602,0.0
233.044,1.049,5.486,0.0
233.148,1.074,5.218,0.0
233.253,1.075,4.406,0.0
233.357,1.108,5.42,0.0
233.462,1.076,4.49,0.0
233.566,1.047,4.738,0.0
233.67,1.076,4.862,0.0
233.774,1.046,5.652,0.0
233.878,1.106,5.248,0.0
233.983,1.105,4.47,0.0
234.087,1.1,5.444,0.0
234.192,1.075,4.502,0.0
234.296,1.105,5.476,0.0
234.401,1.078,5.21,0.0
234.505,1.106,4.39,0.0
234.609,1.103,4.768,0.0
234.714,1.045,4.866,0.0
234.818,1.074,5.63,0.0
234.923,1.051,4.592,0.0
235.027,1.05,5.532,0.0
235.132,1.074,5.268,0.0
235.236,1.079,4.404,0.0
235.341,1.073,5.42,0.0
235.444,1.077,4.482,0.0
235.548,1.102,5.448,0.0
235.653,1.105,4.504,0.0
235.757,1.102,5.498,0.0
235.862,1.076,4.516,0.0
235.966,1.104,4.784,0.0
236.071,1.077,5.608,0.0
236.175,1.102,4.544,0.0
236.28,1.104,5.494,0.0
236.384,1.074,5.214,0.0
236.488,1.076,4.396,0.0
236.593,1.047,4.75,0.0
236.697,1.074,5.56,0.0
236.802,1.05,5.256,0.0
236.906,1.076,4.432,0.0
237.011,1.051,5.434,0.0
237.115,1.078,4.534,0.0
237.219,1.049,4.75,0.0
237.323,1.104,5.554,0.0
237.427,1.076,4.548,0.0
237.532,1.102,5.44,0.0
237.636,1.136,4.538,0.0
237.741,1.079,5.5,0.0
237.845,1.103,4.512,0.0
237.95,1.101,5.126,0.0
238.054,1.076,5.454,0.0
238.159,1.102,4.514,0.0
238.263,1.048,5.488,0.0
238.367,1.073,4.614,0.0
238.472,1.074,4.716,0.0
238.576,1.047,4.862,0.0
238.681,1.071,5.638,0.0
238.785,1.073,5.292,0.0
238.89,1.075,4.438,0.0
238.993,1.049,5.454,0.0
239.098,1.103,4.518,0.0
239.202,1.076,4.838,0.0
239.307,1.101,5.574,0.0
239.411,1.138,4.538,0.0
239.515,1.081,4.802,0.0
239.62,1.075,4.872,0.0
239.724,1.102,5.616,0.0
239.829,1.08,4.558,0.0
239.933,1.103,5.498,0.0
240.038,1.047,5.21,0.0
240.142,1.075,4.378,0.0
240.247,1.07,5.444,0.0
240.351,1.074,4.518,0.0
240.455,1.074,4.804,0.0
240.56,1.048,4.848,0.0
240.664,1.11,5.642,0.0
240.768,1.049,4.692,0.0
240.872,1.102,4.754,0.0
240.977,1.074,5.58,0.0
241.081,1.104,4.562,0.0
241.186,1.072,5.49,0.0
241.29,1.105,5.212,0.0
241.394,1.077,4.4,0.0
241.499,1.074,4.728,0.0
241.603,1.099,4.964,0.0
241.708,1.046,5.57,0.0
241.812,1.075,4.556,0.0
241.917,1.051,5.496,0.0
242.021,1.076,5.11,0.0
242.126,1.075,4.48,0.0
242.23,1.047,5.452,0.0
242.334,1.077,4.508,0.0
242.438,1.043,5.496,0.0
242.542,1.101,4.522,0.0
242.647,1.073,5.472,0.0
242.751,1.079,4.516,0.0
242.856,1.139,4.79,0.0
242.96,1.075,5.616,0.0
243.065,1.104,4.558,0.0
243.169,1.078,5.488,0.0
243.273,1.1,5.202,0.0
243.378,1.103,4.394,0.0
243.482,1.047,4.748,0.0
243.587,1.074,5.572,0.0
243.691,1.11,5.26,0.0
243.796,1.075,4.438,0.0
243.9,1.049,5.446,0.0
244.005,1.077,4.53,0.0
244.109,1.074,4.794,0.0
244.212,1.048,5.59,0.0
244.317,1.105,4.588,0.0
244.421,1.076,5.126,0.0
244.526,1.099,4.806,0.0
244.63,1.076,5.57,0.0
244.735,1.102,4.558,0.0
244.839,1.072,5.388,0.0
244.944,1.101,5.296,0.0
245.048,1.102,4.438,0.0
245.153,1.1,5.444,0.0
245.257,1.048,4.494,0.0
245.361,1.073,4.79,0.0
245.466,1.051,4.908,0.0
245.57,1.046,5.65,0.0
245.675,1.074,5.308,0.0
245.779,1.075,4.44,0.0
245.884,1.075,5.45,0.0
245.987,1.051,4.508,0.0
246.092,1.138,5.036,0.0
246.196,1.075,5.5,0.0
246.3,1.099,4.514,0.0
246.405,1.102,4.774,0.0
246.509,1.075,4.89,0.0
246.614,1.073,5.656,0.0
246.718,1.077,4.596,0.0
246.823,1.051,5.54,0.0
246.927,1.074,5.184,0.0
247.032,1.075,4.434,0.0
247.136,1.072,5.436,0.0
247.24,1.074,4.52,0.0
247.345,1.075,4.788,0.0
247.449,1.049,4.922,0.0
247.554,1.074,5.636,0.0
247.657,1.047,4.832,0.0
247.762,1.105,4.686,0.0
247.866,1.074,5.54,0.0
247.971,1.102,4.512,0.0
248.075,1.074,5.496,0.0
248.179,1.105,5.22,0.0
248.284,1.141,4.402,0.0
248.388,1.103,4.692,0.0
248.493,1.072,4.858,0.0
248.597,1.11,5.65,0.0
248.702,1.05,4.612,0.0
248.806,1.112,5.484,0.0
248.911,1.074,5.184,0.0
249.015,1.076,4.45,0.0
249.119,1.075,5.466,0.0
249.224,1.075,4.518,0.0
249.328,1.074,5.116,0.0
249.432,1.049,4.754,0.0
249.536,1.077,5.576,0.0
249.641,1.103,4.516,0.0
249.745,1.077,4.828,0.0
249.85,1.073,5.608,0.0
249.954,1.078,4.552,0.0
250.059,1.074,5.502,0.0
250.163,1.106,5.21,0.0
250.267,1.101,4.402,0.0
250.372,1.099,4.724,0.0
250.476,1.047,5.044,0.0
250.581,1.075,5.562,0.0
250.685,1.049,4.572,0.0
250.79,1.11,5.488,0.0
250.894,1.074,4.988,0.0
250.999,1.071,4.528,0.0
251.103,1.075,5.494,0.0
251.206,1.048,4.516,0.0
251.311,1.101,5.49,0.0
251.415,1.104,4.508,0.0
251.52,1.102,5.472,0.0
251.624,1.078,4.518,0.0
251.729,1.1,4.788,0.0
251.833,1.072,5.608,0.0
251.938,1.1,4.55,0.0
252.042,1.105,5.496,0.0
252.146,1.051,5.228,0.0
252.251,1.075,4.404,0.0
252.355,1.049,4.706,0.0
252.46,1.076,5.418,0.0
252.564,1.047,5.328,0.0
252.669,1.074,4.478,0.0
252.773,1.049,5.452,0.0
252.878,1.074,4.89,0.0
252.981,1.046,4.564,0.0
253.085,1.101,5.496,0.0
253.19,1.074,4.534,0.0
253.294,1.1,5.454,0.0
253.399,1.074,4.526,0.0
253.503,1.14,5.494,0.0
253.608,1.074,4.51,0.0
253.712,1.075,4.774,0.0
253.817,1.102,5.614,0.0
253.921,1.1,4.568,0.0
254.025,1.074,5.486,0.0
254.13,1.075,5.222,0.0
254.234,1.076,4.382,0.0
254.339,1.049,4.744,0.0
254.443,1.074,5.578,0.0
254.548,1.049,5.25,0.0
254.652,1.076,4.424,0.0
254.756,1.048,5.442,0.0
254.86,1.101,4.496,0.0
254.964,1.075,4.8,0.0
255.069,1.14,5.564,0.0
255.173,1.075,4.568,0.0
255.278,1.102,5.48,0.0
255.382,1.075,4.52,0.0
255.487,1.075,5.482,0.0
255.591,1.101,4.504,0.0
255.696,1.046,4.77,0.0
255.8,1.071,5.604,0.0
255.905,1.077,4.55,0.0
256.009,1.047,5.488,0.0
256.113,1.075,5.038,0.0
256.218,1.076,5.21,0.0
256.322,1.079,4.4,0.0
256.426,1.047,5.422,0.0
256.53,1.102,5.144,0.0
256.635,1.106,4.398,0.0
256.739,1.076,5.434,0.0
256.844,1.102,4.534,0.0
256.948,1.075,4.742,0.0
257.052,1.101,5.57,0.0
257.157,1.075,4.538,0.0
257.261,1.097,5.44,0.0
257.366,1.071,4.536,0.0
257.47,1.1,5.476,0.0
257.575,1.047,4.514,0.0
257.679,1.075,5.198,0.0
257.784,1.047,5.422,0.0
257.888,1.073,4.47,0.0
257.992,1.045,5.432,0.0
258.097,1.075,4.988,0.0
258.201,1.048,5.226,0.0
258.306,1.073,4.392,0.0
258.409,1.048,5.426,0.0
258.514,1.104,5.218,0.0
258.618,1.101,4.394,0.0
258.723,1.075,5.444,0.0
258.827,1.102,4.524,0.0
258.931,1.074,4.78,0.0
259.036,1.101,5.61,0.0
259.14,1.074,4.56,0.0
259.245,1.102,5.224,0.0
259.349,1.071,4.652,0.0
259.454,1.098,5.564,0.0
259.558,1.113,4.538,0.0
259.663,1.073,5.068,0.0
259.767,1.05,5.46,0.0
259.871,1.073,4.518,0.0
259.976,1.048,5.494,0.0
260.08,1.076,4.852,0.0
260.185,1.05,5.288,0.0
260.289,1.078,4.426,0.0
260.393,1.048,5.458,0.0
260.497,1.101,5.224,0.0
260.602,1.103,4.376,0.0
260.706,1.074,5.456,0.0
260.811,1.103,4.53,0.0
260.915,1.074,4.796,0.0
261.019,1.074,5.612,0.0
261.124,1.074,4.552,0.0
261.228,1.139,5.186,0.0
261.333,1.075,4.73,0.0
261.437,1.074,5.56,0.0
261.542,1.048,4.56,0.0
261.646,1.113,5.178,0.0
261.751,1.044,5.422,0.0
261.855,1.075,4.49,0.0
261.959,1.045,5.452,0.0
262.064,1.075,4.712,0.0
262.168,1.049,5.362,0.0
262.273,1.073,4.464,0.0
262.376,1.046,5.484,0.0
262.481,1.076,5.212,0.0
262.585,1.102,4.406,0.0
262.69,1.074,5.42,0.0
262.794,1.101,4.48,0.0
262.898,1.076,4.732,0.0
263.003,1.073,5.616,0.0
263.107,1.103,4.534,0.0
263.212,1.076,5.244,0.0
263.316,1.102,4.68,0.0
263.421,1.046,5.508,0.0
263.525,1.076,4.552,0.0
263.63,1.046,5.374,0.0
263.734,1.072,5.304,0.0
263.838,1.075,4.426,0.0
263.943,1.074,5.45,0.0
264.047,1.074,4.87,0.0
264.152,1.076,5.262,0.0
264.256,1.075,4.436,0.0
264.36,1.073,5.458,0.0
264.464,1.1,5.2,0.0
264.569,1.074,4.418,0.0
264.673,1.099,5.446,0.0
264.777,1.075,4.534,0.0
264.882,1.1,4.742,0.0
264.986,1.074,5.56,0.0
265.091,1.102,4.566,0.0
265.195,1.074,5.204,0.0
265.3,1.103,4.668,0.0
265.404,1.047,5.538,0.0
265.509,1.073,4.502,0.0
265.613,1.076,5.144,0.0
265.718,1.074,5.422,0.0
265.822,1.048,4.46,0.0
265.926,1.071,5.502,0.0
266.031,1.049,4.75,0.0
266.135,1.077,5.312,0.0
266.239,1.115,4.472,0.0
266.343,1.099,5.452,0.0
266.448,1.102,5.22,0.0
266.552,1.105,4.382,0.0
266.657,1.073,5.46,0.0
266.761,1.102,4.518,0.0
266.865,1.07,4.784,0.0
266.97,1.075,5.602,0.0
267.074,1.14,4.546,0.0
267.179,1.098,5.304,0.0
267.283,1.043,4.638,0.0
267.388,1.071,5.528,0.0
267.492,1.114,4.568,0.0
267.597,1.074,5.282,0.0
267.701,1.046,5.344,0.0
267.805,1.072,4.446,0.0
267.91,1.049,5.46,0.0
268.014,1.075,4.95,0.0
268.118,1.048,5.196,0.0
268.222,1.103,4.416,0.0
268.327,1.074,5.458,0.0
268.431,1.101,5.21,0.0
268.536,1.102,4.398,0.0
268.64,1.073,5.42,0.0
268.744,1.098,4.51,0.0
268.849,1.102,4.802,0.0
268.953,1.075,5.578,0.0
269.058,1.1,4.552,0.0
269.162,1.044,5.402,0.0
